sample_id	portion_id	month_of_creation	is_ffpe	weight	year_of_creation	LCE	bcr_portion_barcode	bcr_portion_uuid	portion_sequence	day_of_creation	portion_number
TCGA-KK-A8I7-11A	TCGA-KK-A8I7-11A-12	11	NO	20	2013		TCGA-KK-A8I7-11A-12	6A97C73E-89C6-40A5-828D-D6C184DC94DF	2	25	12
TCGA-EJ-7788-10A	TCGA-EJ-7788-10A-01	12	NO		2011		TCGA-EJ-7788-10A-01	e41b75cf-ef36-43a2-bcab-8011f491ba2a		13	1
TCGA-J4-A67M-01A	TCGA-J4-A67M-01A-11	5	NO	30	2013		TCGA-J4-A67M-01A-11	E8B5F06B-F44E-4290-8931-EAFD9C59BAD0	1	6	11
TCGA-CH-5754-01A	TCGA-CH-5754-01A-11	1	NO	35	2011		TCGA-CH-5754-01A-11	8b13e984-55b6-47ee-a896-df374de1a640		13	11
TCGA-KK-A6DY-01A	TCGA-KK-A6DY-01A-12	5	NO	30	2013		TCGA-KK-A6DY-01A-12	ED5CBA67-CF11-4BA1-B2CB-481DC6D009C7	1	22	12
TCGA-J4-A83J-01A	TCGA-J4-A83J-01A-11	10	NO	30	2013		TCGA-J4-A83J-01A-11	99DB4100-6C9A-47B5-BD2A-9F8D5CC581C2	1	31	11
TCGA-VP-A876-10A	TCGA-VP-A876-10A-01	11	NO	2	2013		TCGA-VP-A876-10A-01	7E5AB2F1-D22C-4B77-A91D-64023C9AD5B4	1	22	1
TCGA-VP-A87J-10A	TCGA-VP-A87J-10A-01	11	NO	2	2013		TCGA-VP-A87J-10A-01	8BD866C6-C159-4819-A736-47DB7A7C14AF	1	25	1
TCGA-V1-A9OH-01A	TCGA-V1-A9OH-01A-11	3	NO	30	2014		TCGA-V1-A9OH-01A-11	41072C79-2DA5-4051-A7EA-00373997C1AF		3	11
TCGA-HC-7750-10A	TCGA-HC-7750-10A-01	11	NO		2011		TCGA-HC-7750-10A-01	b81e9615-8183-436c-b7fc-89c987de5930		22	1
TCGA-G9-A9S4-10A	TCGA-G9-A9S4-10A-01	1	NO		2014		TCGA-G9-A9S4-10A-01	053B37A1-D2D1-4A3D-9A09-AE4F63E37FBA		10	1
TCGA-HC-8257-10A	TCGA-HC-8257-10A-01	4	NO		2012		TCGA-HC-8257-10A-01	df588b9b-e278-4d7d-be3a-e32687c74206		11	1
TCGA-HC-7233-10A	TCGA-HC-7233-10A-01	11	NO		2011		TCGA-HC-7233-10A-01	bd87e0e3-4df4-4cb8-a73b-84974637b43b		15	1
TCGA-KK-A8IH-01A	TCGA-KK-A8IH-01A-11	11	NO	30	2013		TCGA-KK-A8IH-01A-11	6620277A-C7BD-4516-8309-177987AABD4B	1	27	11
TCGA-G9-7509-01A	TCGA-G9-7509-01A-11	5	NO	30	2013		TCGA-G9-7509-01A-11	829186A5-3B8B-40E0-9AE3-8F71E3B37A00	1	8	11
TCGA-XK-AAJR-01A	TCGA-XK-AAJR-01A-11	2	NO	10	2014		TCGA-XK-AAJR-01A-11	27C59A93-FC6C-466F-BBDC-51C29E80AB1E		13	11
TCGA-WW-A8ZI-01A	TCGA-WW-A8ZI-01A-11	12	NO	30	2013		TCGA-WW-A8ZI-01A-11	34C5F2F0-E6BD-4503-AE46-82CAC0999DAD		19	11
TCGA-KK-A8IJ-11A	TCGA-KK-A8IJ-11A-11	11	NO	30	2013		TCGA-KK-A8IJ-11A-11	29198BDC-32E4-49FD-B4C2-4CC7F943DB1F	1	26	11
TCGA-EJ-7328-01A	TCGA-EJ-7328-01A-31	11	NO	40	2011		TCGA-EJ-7328-01A-31	ddf156d1-d904-4af0-b653-5a9fcd1461f8		10	31
TCGA-EJ-A46E-01A	TCGA-EJ-A46E-01A-31	9	NO	30	2012		TCGA-EJ-A46E-01A-31	EBE3A84C-18A6-4662-B08E-251E2F071C94	3	14	31
TCGA-EJ-8472-10A	TCGA-EJ-8472-10A-01	8	NO		2012		TCGA-EJ-8472-10A-01	aaec1bda-9b02-4c86-89ed-ecd6979aa0a1		13	1
TCGA-EJ-A7NJ-01A	TCGA-EJ-A7NJ-01A-22	9	NO	30	2013		TCGA-EJ-A7NJ-01A-22	4BA77EAC-554E-4616-81C9-E1D8C21ACD4C	2	16	22
TCGA-HC-8258-11A	TCGA-HC-8258-11A-01	4	NO	62	2012		TCGA-HC-8258-11A-01	49c1f9d0-4b3d-496e-9c88-c5c2cb8e8962		6	1
TCGA-VN-A88Q-01A	TCGA-VN-A88Q-01A-11	11	NO	30	2013		TCGA-VN-A88Q-01A-11	249676F2-F91F-4A06-B769-2B6B2E0E1DDB	1	8	11
TCGA-EJ-5516-10A	TCGA-EJ-5516-10A-01	12	NO		2010		TCGA-EJ-5516-10A-01	ea3b1ffd-53de-4a3d-badd-9b7e20f5c4ea		21	1
TCGA-EJ-7331-01A	TCGA-EJ-7331-01A-11	9	NO	34	2011		TCGA-EJ-7331-01A-11	d91dfe4d-04c7-4cf6-b8f9-4b0e01b94ecb		13	11
TCGA-KK-A59Z-01A	TCGA-KK-A59Z-01A-12	12	NO	20	2012		TCGA-KK-A59Z-01A-12	FC1CA73A-5FB6-49F0-A2AE-E8E2C0F4DBC7	1	21	12
TCGA-YL-A9WJ-10A	TCGA-YL-A9WJ-10A-01	1	NO		2014		TCGA-YL-A9WJ-10A-01	6B726790-0E11-49C1-876D-1C057AB02B5E		14	1
TCGA-ZG-A8QZ-10A	TCGA-ZG-A8QZ-10A-01	11	NO		2013		TCGA-ZG-A8QZ-10A-01	FD3B6F01-CC3A-462A-B11B-8B5271F4C07C		29	1
TCGA-EJ-5530-10A	TCGA-EJ-5530-10A-01	12	NO		2010		TCGA-EJ-5530-10A-01	4535b5db-aaa9-464d-9f91-c2b0385ca5db		21	1
TCGA-HC-8264-10A	TCGA-HC-8264-10A-01	4	NO		2012		TCGA-HC-8264-10A-01	7fd04df2-819e-416d-b4fb-2ad30be8d30e		11	1
TCGA-VN-A88R-01A	TCGA-VN-A88R-01A-11	11	NO	30	2013		TCGA-VN-A88R-01A-11	DE26C989-491E-4526-9C57-6D03989DCCC3	1	8	11
TCGA-XJ-A9DK-01A	TCGA-XJ-A9DK-01A-11	1	NO	30	2014		TCGA-XJ-A9DK-01A-11	987931D2-B167-44C0-8855-63D4F45E09EA		15	11
TCGA-G9-6353-01A	TCGA-G9-6353-01A-11	3	NO	35	2011		TCGA-G9-6353-01A-11	50239ec2-4a8e-4329-bb26-06b94036ec92		18	11
TCGA-J9-A8CL-01A	TCGA-J9-A8CL-01A-11	11	NO	30	2013		TCGA-J9-A8CL-01A-11	7A344830-BF80-4A4C-B85D-D13E3C1777C7	1	19	11
TCGA-HC-A6AN-10A	TCGA-HC-A6AN-10A-01	5	NO	2	2013		TCGA-HC-A6AN-10A-01	8D8156DB-EDFF-46EF-AD24-19F4DF3601E9	1	14	1
TCGA-EJ-5521-10A	TCGA-EJ-5521-10A-01	12	NO		2010		TCGA-EJ-5521-10A-01	07f947d7-41d2-4056-99fa-c6fa4686823c		21	1
TCGA-EJ-A65F-01A	TCGA-EJ-A65F-01A-21	5	NO	30	2013		TCGA-EJ-A65F-01A-21	2820D609-1C9C-492E-8A8A-57D67B1FADC7	2	6	21
TCGA-HC-A4ZV-01A	TCGA-HC-A4ZV-01A-11	11	NO	30	2012		TCGA-HC-A4ZV-01A-11	C2CF706B-D287-4681-8C99-80B7F681166F	1	26	11
TCGA-HC-7749-01A	TCGA-HC-7749-01A-11	11	NO	36	2011		TCGA-HC-7749-01A-11	9d36d1ce-558d-40b4-844b-e8ec8932b727		10	11
TCGA-QU-A6IP-01A	TCGA-QU-A6IP-01A-11	6	NO	30	2013		TCGA-QU-A6IP-01A-11	61F2C3F9-0F90-4A10-882D-9236A63B7DB5	1	17	11
TCGA-EJ-7218-10A	TCGA-EJ-7218-10A-01	7	NO	2	2013		TCGA-EJ-7218-10A-01	57F545A9-2241-484B-B64B-13744E0B78B8	1	18	1
TCGA-MG-AAMC-01A	TCGA-MG-AAMC-01A-11	2	NO	30	2014		TCGA-MG-AAMC-01A-11	4414F4E3-0A89-41D3-92B5-1DFD5F44287D		6	11
TCGA-EJ-5507-10A	TCGA-EJ-5507-10A-01	12	NO		2010		TCGA-EJ-5507-10A-01	1b0d9719-8b4c-4a7e-b022-53775bb3c99c		21	1
TCGA-G9-6351-10A	TCGA-G9-6351-10A-01	3	NO		2011		TCGA-G9-6351-10A-01	63f31aab-4565-4ecb-9a9e-3082af16bebf		11	1
TCGA-VP-A872-10A	TCGA-VP-A872-10A-01	11	NO	35	2013		TCGA-VP-A872-10A-01	DC677FCB-2A0A-4D98-B260-0EFAE2953E1D	1	18	1
TCGA-V1-A9OX-10A	TCGA-V1-A9OX-10A-01	3	NO	2	2014		TCGA-V1-A9OX-10A-01	B7835D1F-ABE4-48E9-AE55-BA00A95BDE49		3	1
TCGA-G9-6342-11A	TCGA-G9-6342-11A-02	5	NO	60	2011		TCGA-G9-6342-11A-02	913dabe4-663a-426a-ac5f-fc059709395e		19	2
TCGA-ZG-A9M4-10A	TCGA-ZG-A9M4-10A-01	2	NO		2014		TCGA-ZG-A9M4-10A-01	D9351D50-758B-48C6-A5D2-096798758A19		21	1
TCGA-KK-A8IJ-01A	TCGA-KK-A8IJ-01A-11	11	NO	30	2013		TCGA-KK-A8IJ-01A-11	AE70E214-EC27-4B6F-8A4F-7C070AC25424	1	26	11
TCGA-EJ-5527-10A	TCGA-EJ-5527-10A-01	12	NO		2010		TCGA-EJ-5527-10A-01	0b0872de-c668-41ac-8097-b11fb8aedf0d		21	1
TCGA-CH-5751-01A	TCGA-CH-5751-01A-11	1	NO	35	2011		TCGA-CH-5751-01A-11	77a13386-9e26-49b0-8923-dfc40c9e1cb7		13	11
TCGA-ZG-A9LZ-10A	TCGA-ZG-A9LZ-10A-01	2	NO		2014		TCGA-ZG-A9LZ-10A-01	72014EB4-4199-48C6-89F7-BEDB85DE622C		21	1
TCGA-EJ-A46D-10A	TCGA-EJ-A46D-10A-01	9	NO	2	2012		TCGA-EJ-A46D-10A-01	1A26BD30-817C-4E41-8C0E-9D80F29DEE25	1	12	1
TCGA-V1-A9ZI-01A	TCGA-V1-A9ZI-01A-11	3	NO	30	2014		TCGA-V1-A9ZI-01A-11	A6C9252C-BC77-4341-AD32-25808765B679		31	11
TCGA-EJ-7784-11A	TCGA-EJ-7784-11A-01	11	NO	68	2011		TCGA-EJ-7784-11A-01	dbf8e824-f93c-49a5-b293-0f9560545b51		17	1
TCGA-KK-A7AZ-01A	TCGA-KK-A7AZ-01A-12	8	NO	30	2013		TCGA-KK-A7AZ-01A-12	FC76BB43-0C7D-46C3-94A4-8EA4CADF9763	1	26	12
TCGA-HC-A6HX-10A	TCGA-HC-A6HX-10A-01	6	NO	2	2013		TCGA-HC-A6HX-10A-01	6D9B9465-6A4B-41C9-ABCF-97EAC080F7D4	1	20	1
TCGA-CH-5753-10A	TCGA-CH-5753-10A-01	1	NO		2011		TCGA-CH-5753-10A-01	35a97701-b3aa-47ab-aea3-f1f1c74f4902		26	1
TCGA-G9-6371-10A	TCGA-G9-6371-10A-01	3	NO		2011		TCGA-G9-6371-10A-01	10522bfa-af6b-4cd7-8614-be4957c723bf		11	1
TCGA-KK-A8IM-01A	TCGA-KK-A8IM-01A-11	11	NO	30	2013		TCGA-KK-A8IM-01A-11	519DAA40-A138-4D0C-A3C8-DE83AD8FF974	1	26	11
TCGA-HC-7745-01A	TCGA-HC-7745-01A-11	11	NO	34	2011		TCGA-HC-7745-01A-11	98090d7e-59ed-4890-8f6b-8182f47461ca		10	11
TCGA-EJ-7318-10A	TCGA-EJ-7318-10A-01	7	NO	2	2013		TCGA-EJ-7318-10A-01	3B65498E-F65A-488E-8CC8-435CC895D666	1	17	1
TCGA-G9-6351-01A	TCGA-G9-6351-01A-21	3	NO	28	2011		TCGA-G9-6351-01A-21	0a1803d4-8ce0-482c-aacd-8fb5e81c75d3		18	21
TCGA-XQ-A8TA-10A	TCGA-XQ-A8TA-10A-01	12	NO		2013		TCGA-XQ-A8TA-10A-01	2083AD0A-E567-4DBD-9525-CAF84158B790		11	1
TCGA-EJ-A8FP-01A	TCGA-EJ-A8FP-01A-21	12	NO	30	2013		TCGA-EJ-A8FP-01A-21	56E5E1E5-1984-47A4-BE5C-09FA5D2BB8B4	2	3	21
TCGA-V1-A9ZR-01A	TCGA-V1-A9ZR-01A-11	4	NO	30	2014		TCGA-V1-A9ZR-01A-11	50E02BAC-66BA-419F-98D3-4474305A1498		1	11
TCGA-HC-A8D0-10A	TCGA-HC-A8D0-10A-01	12	NO	2	2013		TCGA-HC-A8D0-10A-01	7809ECA7-9627-4DEA-A129-94E25BC611E4		6	1
TCGA-KC-A4BL-10A	TCGA-KC-A4BL-10A-01	9	NO		2012		TCGA-KC-A4BL-10A-01	9A77F3BB-C270-467E-8264-31A5F5A2C201	1	21	1
TCGA-VP-A87D-01A	TCGA-VP-A87D-01A-11	11	NO	30	2013		TCGA-VP-A87D-01A-11	46310169-BD41-4C24-BB7A-C9D5EA0B5E14	1	4	11
TCGA-KC-A7FD-01A	TCGA-KC-A7FD-01A-11	9	NO	30	2013		TCGA-KC-A7FD-01A-11	9C06CE07-A548-40A1-92C5-0F98904BE55E	1	9	11
TCGA-HC-7078-01A	TCGA-HC-7078-01A-11	8	NO	30	2011		TCGA-HC-7078-01A-11	fbf25e4b-14ed-4587-a350-11cb52e35c21		12	11
TCGA-XJ-A83H-01A	TCGA-XJ-A83H-01A-11	10	NO	30	2013		TCGA-XJ-A83H-01A-11	C55D190D-722A-4913-9BA9-E112C405F306	1	28	11
TCGA-EJ-7793-01A	TCGA-EJ-7793-01A-31	12	NO	22	2011		TCGA-EJ-7793-01A-31	f443e58a-c48a-4d89-a822-e9b0b10b47c2		20	31
TCGA-V1-A8WL-01A	TCGA-V1-A8WL-01A-11	12	NO	30	2013		TCGA-V1-A8WL-01A-11	2D17B6F1-BB57-45C4-8B8C-6E3E4212D378		26	11
TCGA-ZG-A9L4-10A	TCGA-ZG-A9L4-10A-01	2	NO		2014		TCGA-ZG-A9L4-10A-01	7E75537A-BC98-4CF9-AB9E-A55FFE261E7D		21	1
TCGA-V1-A8ML-10A	TCGA-V1-A8ML-10A-01	1	NO	2	2014		TCGA-V1-A8ML-10A-01	9E1CCF15-21C7-4815-9E77-E8251BFF484D		7	1
TCGA-KK-A8I6-01A	TCGA-KK-A8I6-01A-11	11	NO	30	2013		TCGA-KK-A8I6-01A-11	683A92DB-F7D1-4FA8-83D8-C69AC1978CD6	1	25	11
TCGA-J4-A67T-10A	TCGA-J4-A67T-10A-01	5	NO	2	2013		TCGA-J4-A67T-10A-01	F37BC907-B783-4CBA-BF07-8F40A7F5139A	1	3	1
TCGA-J9-A52B-10A	TCGA-J9-A52B-10A-01	1	NO	2	2013		TCGA-J9-A52B-10A-01	B90C3F10-CB45-4FB9-B4C2-8C81E2149704	1	3	1
TCGA-G9-6384-01A	TCGA-G9-6384-01A-11	3	NO	33	2011		TCGA-G9-6384-01A-11	e43a0d21-8989-4de0-a250-7e08a92bea76		18	11
TCGA-CH-5751-10A	TCGA-CH-5751-10A-01	1	NO		2011		TCGA-CH-5751-10A-01	220ca3bd-01cc-47c2-8160-fcfa48fa3c51		27	1
TCGA-HC-A6AO-01A	TCGA-HC-A6AO-01A-11	5	NO	30	2013		TCGA-HC-A6AO-01A-11	92B28059-84D0-44B1-BFA5-AB0D93159C08	1	9	11
TCGA-G9-A9S7-10A	TCGA-G9-A9S7-10A-01	1	NO		2014		TCGA-G9-A9S7-10A-01	4CBA3685-6563-44D5-A046-DDB5A0C1CE09		10	1
TCGA-HC-7738-01A	TCGA-HC-7738-01A-11	11	NO	28	2011		TCGA-HC-7738-01A-11	3693d206-76ed-4a4f-b279-ffaa27912f20		10	11
TCGA-ZG-A9ND-01A	TCGA-ZG-A9ND-01A-11	3	NO	30	2014		TCGA-ZG-A9ND-01A-11	59651B5C-35D5-4240-8CF5-54C6C2931934		12	11
TCGA-EJ-7791-10A	TCGA-EJ-7791-10A-01	12	NO		2011		TCGA-EJ-7791-10A-01	0d046c91-e0d6-4e4a-8da5-461078e04d08		13	1
TCGA-ZG-A9LN-10A	TCGA-ZG-A9LN-10A-01	2	NO		2014		TCGA-ZG-A9LN-10A-01	91FD9904-BE44-4978-A097-8651C27F59D7		21	1
TCGA-2A-A8W3-01A	TCGA-2A-A8W3-01A-11	12	NO	30	2013		TCGA-2A-A8W3-01A-11	0C4F679A-455B-48DA-8F25-134AC86EC407		16	11
TCGA-EJ-A6RC-01A	TCGA-EJ-A6RC-01A-11	7	NO	30	2013		TCGA-EJ-A6RC-01A-11	4D8D87A8-4D52-4B4F-8C8B-AC5F7390A4B0	1	16	11
TCGA-HC-7819-11A	TCGA-HC-7819-11A-01	11	NO	65	2011		TCGA-HC-7819-11A-01	765157e1-b09e-4473-94b3-1832a211a50f		29	1
TCGA-EJ-A8FO-11A	TCGA-EJ-A8FO-11A-11	12	NO	30	2013		TCGA-EJ-A8FO-11A-11	8B5E21D2-292D-4815-8A7B-2B738C958DC1	1	3	11
TCGA-CH-5739-01A	TCGA-CH-5739-01A-11	1	NO	30	2011		TCGA-CH-5739-01A-11	314cd417-5da5-4c29-b48e-63346dbfb03e		13	11
TCGA-2A-AAYF-01A	TCGA-2A-AAYF-01A-11	3	NO	30	2014		TCGA-2A-AAYF-01A-11	5BA9E86B-02D6-4BF1-9EB1-1A230766ABFA		3	11
TCGA-HC-7737-11A	TCGA-HC-7737-11A-02	12	NO	41	2011		TCGA-HC-7737-11A-02	2f97e9c2-a370-4955-8377-994d55c216dd		6	2
TCGA-KK-A8I9-11A	TCGA-KK-A8I9-11A-11	11	NO	30	2013		TCGA-KK-A8I9-11A-11	E0E97A05-656A-468E-8418-0D08C38E76AB	1	25	11
TCGA-G9-6496-01A	TCGA-G9-6496-01A-11	3	NO	31	2011		TCGA-G9-6496-01A-11	49842902-3f49-4958-8c31-886aee7fc436		28	11
TCGA-EJ-5525-01A	TCGA-EJ-5525-01A-01	12	NO	33	2010		TCGA-EJ-5525-01A-01	7582270c-9b8b-4a3a-aca1-724eae60d6ca		2	1
TCGA-EJ-5498-01A	TCGA-EJ-5498-01A-01	12	NO	34	2010		TCGA-EJ-5498-01A-01	f81cabc0-41de-4ce2-ada5-e0452eb3228b		2	1
TCGA-VP-AA1N-01A	TCGA-VP-AA1N-01A-31	2	NO	30	2014		TCGA-VP-AA1N-01A-31	5D0A8FBC-0FD8-4176-8FF9-C8A4A771FAF9		11	31
TCGA-G9-6354-10A	TCGA-G9-6354-10A-01	3	NO		2011		TCGA-G9-6354-10A-01	468590fb-83b7-4949-9435-cd84f962a784		11	1
TCGA-EJ-8469-01A	TCGA-EJ-8469-01A-11	6	NO	40	2012		TCGA-EJ-8469-01A-11	eed15151-4a68-49ae-99a4-c5aff12e6d77		8	11
TCGA-VP-A87H-01A	TCGA-VP-A87H-01A-11	11	NO	30	2013		TCGA-VP-A87H-01A-11	891DF6F1-5A1A-4997-8EAF-0F941FF81534	1	4	11
TCGA-G9-6354-01A	TCGA-G9-6354-01A-11	11	NO	25	2012		TCGA-G9-6354-01A-11	72e44a4e-3422-43de-9be8-f70906ad3d94	1	30	11
TCGA-G9-6369-01A	TCGA-G9-6369-01A-21	3	NO	27	2011		TCGA-G9-6369-01A-21	fe7c4310-6fae-4e25-88e3-8cc74d6da9a4		18	21
TCGA-EJ-5519-01A	TCGA-EJ-5519-01A-01	12	NO	32	2010		TCGA-EJ-5519-01A-01	b6540eb8-9096-4f43-a816-220c8a8d27b7		2	1
TCGA-EJ-5518-10A	TCGA-EJ-5518-10A-01	12	NO		2010		TCGA-EJ-5518-10A-01	bfc85ba5-e599-4fbd-ae51-406d9e6f5d22		21	1
TCGA-J4-A67M-10A	TCGA-J4-A67M-10A-01	5	NO	2	2013		TCGA-J4-A67M-10A-01	3975F33E-0BF9-421A-B795-783F8F6FA897	1	7	1
TCGA-VP-A87J-01A	TCGA-VP-A87J-01A-11	11	NO	30	2013		TCGA-VP-A87J-01A-11	E95BFAD7-BF17-4F0A-9017-DA9CAEB519B3	1	4	11
TCGA-EJ-A8FS-01A	TCGA-EJ-A8FS-01A-11	11	NO	30	2013		TCGA-EJ-A8FS-01A-11	357AB0C9-DFF8-421B-BC47-D414A59AF60B	1	18	11
TCGA-EJ-5509-01A	TCGA-EJ-5509-01A-01	12	NO	33	2010		TCGA-EJ-5509-01A-01	efcbee96-bcad-49d4-842a-cd8d454fa3f2		2	1
TCGA-HC-8261-01A	TCGA-HC-8261-01A-11	4	NO	23	2012		TCGA-HC-8261-01A-11	a9185f5e-80c7-4988-af9b-b84cdc09b04c		6	11
TCGA-VP-A875-10A	TCGA-VP-A875-10A-01	11	NO	2	2013		TCGA-VP-A875-10A-01	3391578F-F73C-40D9-AA9F-A628B2F14C30	1	21	1
TCGA-EJ-A46B-10A	TCGA-EJ-A46B-10A-01	9	NO	2	2012		TCGA-EJ-A46B-10A-01	CC06AA2C-A877-4679-A2D4-814A222EBFA4	1	18	1
TCGA-EJ-A46I-01A	TCGA-EJ-A46I-01A-12	9	NO	30	2012		TCGA-EJ-A46I-01A-12	575B47F5-9C84-4F1D-AD09-9E3B70DF0507	1	10	12
TCGA-YL-A8S8-10A	TCGA-YL-A8S8-10A-01	12	NO		2013		TCGA-YL-A8S8-10A-01	C13EB975-5BBC-499D-A08C-16059DC72E68		3	1
TCGA-EJ-7125-10A	TCGA-EJ-7125-10A-01	7	NO		2011		TCGA-EJ-7125-10A-01	0a40ff05-db20-4eb5-9dba-f1155459c556		29	1
TCGA-KK-A8IB-11A	TCGA-KK-A8IB-11A-11	11	NO	30	2013		TCGA-KK-A8IB-11A-11	75BC253A-D9BB-407E-B7DA-A23DD3F3667D	1	25	11
TCGA-HC-7077-01A	TCGA-HC-7077-01A-11	7	NO	25	2011		TCGA-HC-7077-01A-11	620184cd-562a-46f6-b2b0-5558cefc0ad5		13	11
TCGA-HC-7817-01B	TCGA-HC-7817-01B-11	4	NO	41	2012		TCGA-HC-7817-01B-11	67f8191b-e9e9-44ab-be0c-f41a5b6a76a6		2	11
TCGA-YL-A8HL-01A	TCGA-YL-A8HL-01A-11	11	NO	30	2013		TCGA-YL-A8HL-01A-11	520D00A3-91A2-4C4F-B886-59280B96B4A4	1	19	11
TCGA-EJ-5526-01A	TCGA-EJ-5526-01A-01	12	NO	31	2010		TCGA-EJ-5526-01A-01	56600481-57e3-4037-b69b-bd9caff6b9a1		2	1
TCGA-V1-A9OF-10A	TCGA-V1-A9OF-10A-01	2	NO	2	2014		TCGA-V1-A9OF-10A-01	EECC472B-952F-4A0C-A336-B6FBE95794A3		24	1
TCGA-G9-6494-11A	TCGA-G9-6494-11A-01	3	NO	30	2011		TCGA-G9-6494-11A-01	e9a3eeaf-e528-45d6-9b6f-7b4c4dd5f60e		28	1
TCGA-CH-5750-01A	TCGA-CH-5750-01A-11	1	NO	37	2011		TCGA-CH-5750-01A-11	a13cb4ee-cf38-4faf-af26-6652bb86ed28		13	11
TCGA-EJ-7315-11A	TCGA-EJ-7315-11A-01	9	NO	70	2011		TCGA-EJ-7315-11A-01	086721df-3a28-44c8-a345-3674574f70e4		15	1
TCGA-HC-7736-10A	TCGA-HC-7736-10A-01	11	NO		2011		TCGA-HC-7736-10A-01	7fe5d486-9e52-46be-a50e-c194ff6a74ab		22	1
TCGA-CH-5772-01A	TCGA-CH-5772-01A-11	1	NO	39	2011		TCGA-CH-5772-01A-11	3537846f-f265-475d-ba4e-58fab3ca4e45		13	11
TCGA-HC-A76W-10A	TCGA-HC-A76W-10A-01	10	NO	2	2013		TCGA-HC-A76W-10A-01	72056952-B39D-4C2D-BC18-F4CB1E94A275	1	15	1
TCGA-HC-7817-10A	TCGA-HC-7817-10A-01	12	NO		2011		TCGA-HC-7817-10A-01	bf099c64-cc98-46bf-9128-79de29378624		1	1
TCGA-EJ-7115-10A	TCGA-EJ-7115-10A-01	12	NO		2011		TCGA-EJ-7115-10A-01	eaed26c5-317b-40d8-b95e-11accb1f550f		13	1
TCGA-CH-5791-01A	TCGA-CH-5791-01A-11	1	NO	33	2011		TCGA-CH-5791-01A-11	a301e8f6-4661-4d3a-b89c-95609d6ef7e9		12	11
TCGA-FC-7961-10A	TCGA-FC-7961-10A-01	1	NO		2012		TCGA-FC-7961-10A-01	f6079e49-671f-48e2-aa8e-6733c07aab5b		31	1
TCGA-V1-A8MK-10A	TCGA-V1-A8MK-10A-01	1	NO	2	2014		TCGA-V1-A8MK-10A-01	E9492F89-E392-4C7E-AFD2-6C04B401FC28		6	1
TCGA-XK-AAJR-10A	TCGA-XK-AAJR-10A-01	2	NO	2	2014		TCGA-XK-AAJR-10A-01	4FCB2133-839D-437A-A232-57B3009516B3		14	1
TCGA-HC-7232-10A	TCGA-HC-7232-10A-01	11	NO		2011		TCGA-HC-7232-10A-01	0a3391f5-ba7b-47dc-9811-5532ee60e3e6		15	1
TCGA-VN-A88I-10A	TCGA-VN-A88I-10A-01	11	NO	2	2013		TCGA-VN-A88I-10A-01	EE9EFAA9-AECB-4A36-8923-CF8DED789B0E	1	8	1
TCGA-KK-A8IK-11A	TCGA-KK-A8IK-11A-11	11	NO	30	2013		TCGA-KK-A8IK-11A-11	76633BEE-683D-4C9E-A0A2-57060A567499	1	26	11
TCGA-YL-A8SI-01A	TCGA-YL-A8SI-01A-11	2	NO	30	2014		TCGA-YL-A8SI-01A-11	FDFA6A44-BD51-489E-9739-E875D7876ACE		5	11
TCGA-KK-A7AV-01A	TCGA-KK-A7AV-01A-11	8	NO	30	2013		TCGA-KK-A7AV-01A-11	B4F15676-025F-46CF-AA38-C43F3594CBA1	1	26	11
TCGA-J4-A83N-01A	TCGA-J4-A83N-01A-11	10	NO	30	2013		TCGA-J4-A83N-01A-11	AD067C07-3FF7-4FA2-9604-6ACE84E78697	1	29	11
TCGA-EJ-A7NF-01A	TCGA-EJ-A7NF-01A-11	9	NO	30	2013		TCGA-EJ-A7NF-01A-11	A1E0A661-EB94-4956-B15E-14BDB6D0FA0D	1	17	11
TCGA-HC-7820-01A	TCGA-HC-7820-01A-11	11	NO	23	2011		TCGA-HC-7820-01A-11	064e027d-8fc8-435e-9573-9e53ccdf461f		29	11
TCGA-CH-5765-01A	TCGA-CH-5765-01A-11	1	NO	37	2011		TCGA-CH-5765-01A-11	29fb9672-1d02-4236-9d14-a4ef9c1fe6f5		13	11
TCGA-J9-A52D-01A	TCGA-J9-A52D-01A-11	12	NO	30	2012		TCGA-J9-A52D-01A-11	7439DB91-DBEA-4770-8ADC-40F0BEBFF2B1	1	6	11
TCGA-J4-AAU2-01A	TCGA-J4-AAU2-01A-11	2	NO	30	2014		TCGA-J4-AAU2-01A-11	9E59C841-F49F-4D61-A680-72E585800E4F		20	11
TCGA-ZG-A8QW-10A	TCGA-ZG-A8QW-10A-01	11	NO		2013		TCGA-ZG-A8QW-10A-01	EBEDA13C-B0DB-415B-9292-A25FB44516EC		29	1
TCGA-HC-8265-10A	TCGA-HC-8265-10A-01	4	NO		2012		TCGA-HC-8265-10A-01	363a6332-5e07-4214-ab03-b71ebe9cb3fb		11	1
TCGA-HC-7075-01A	TCGA-HC-7075-01A-11	7	NO	29	2011		TCGA-HC-7075-01A-11	bf1cbf8f-79d3-4f62-8b81-459d4481938b		13	11
TCGA-HC-8258-01B	TCGA-HC-8258-01B-05	6	YES		2012		TCGA-HC-8258-01B-05	d96f1bf6-9b39-41ed-8f78-b2f1148fdc9f		12	5
TCGA-XK-AAJT-10A	TCGA-XK-AAJT-10A-01	2	NO	2	2014		TCGA-XK-AAJT-10A-01	C26B482A-651F-4798-AD61-1BF99DCEF759		14	1
