sample_id	portion_id	month_of_creation	is_ffpe	weight	year_of_creation	LCE	bcr_portion_barcode	bcr_portion_uuid	portion_sequence	day_of_creation	portion_number
TCGA-Y6-A8TL-10A	TCGA-Y6-A8TL-10A-01	1	NO	2	2014		TCGA-Y6-A8TL-10A-01	176D0DB8-C96D-4427-A101-BB5390446EBC		16	1
TCGA-KK-A8I4-01A	TCGA-KK-A8I4-01A-11	11	NO	30	2013		TCGA-KK-A8I4-01A-11	FEDF85DD-2FF7-4242-8FE3-8FCD4D267F4F	1	25	11
TCGA-HC-A48F-01A	TCGA-HC-A48F-01A-11	9	NO	30	2012		TCGA-HC-A48F-01A-11	943748AC-DDC0-4A98-A98D-3EDBB3C4CD03	1	14	11
TCGA-V1-A9O9-01A	TCGA-V1-A9O9-01A-11	2	NO	30	2014		TCGA-V1-A9O9-01A-11	FD9C3821-5974-4445-AAE7-09CAE42061DC		27	11
TCGA-G9-7522-10A	TCGA-G9-7522-10A-01	1	NO		2012		TCGA-G9-7522-10A-01	87035ac9-1803-4668-a7be-4256d1eab802		27	1
TCGA-VP-A87E-10A	TCGA-VP-A87E-10A-01	11	NO	2	2013		TCGA-VP-A87E-10A-01	FC9EC0AE-A2D2-42FC-A9E7-72D08200CA03	1	25	1
TCGA-EJ-A6RA-10A	TCGA-EJ-A6RA-10A-01	7	NO	2	2013		TCGA-EJ-A6RA-10A-01	142CBABF-2EC3-4991-8701-E5EC2700E98A	1	17	1
TCGA-J4-A83N-10A	TCGA-J4-A83N-10A-01	10	NO	2	2013		TCGA-J4-A83N-10A-01	509DDA93-BD69-4556-8FCD-55BB6B7CA7A8	1	31	1
TCGA-J4-A67R-10A	TCGA-J4-A67R-10A-01	5	NO	2	2013		TCGA-J4-A67R-10A-01	3014C668-C9ED-471D-8FA2-A4F6B34DBE0C	1	3	1
TCGA-EJ-7314-11A	TCGA-EJ-7314-11A-01	9	NO	59	2011		TCGA-EJ-7314-11A-01	03de3194-afef-47eb-9b37-fd3c0b56dd1f		15	1
TCGA-V1-A8MM-10A	TCGA-V1-A8MM-10A-01	1	NO	2	2014		TCGA-V1-A8MM-10A-01	C846C870-6186-4B1D-B2DB-FA75EF28EFD9		7	1
TCGA-V1-A9OH-10A	TCGA-V1-A9OH-10A-01	3	NO	2	2014		TCGA-V1-A9OH-10A-01	93EF8762-E098-4F68-88E4-4527861CC865		5	1
TCGA-J4-A83L-01A	TCGA-J4-A83L-01A-11	10	NO	30	2013		TCGA-J4-A83L-01A-11	BF3AB5FC-3F3E-4CFE-B1A7-531A7117B274	1	29	11
TCGA-KC-A4BV-01A	TCGA-KC-A4BV-01A-31	10	NO	20	2012		TCGA-KC-A4BV-01A-31	24975632-8B65-4B68-8571-44922D273EC7	3	8	31
TCGA-HC-7211-11A	TCGA-HC-7211-11A-01	8	NO	68	2011		TCGA-HC-7211-11A-01	d04e4e99-b523-4c16-8c0a-13391a3d3917		12	1
TCGA-EJ-8468-10A	TCGA-EJ-8468-10A-01	6	NO		2012		TCGA-EJ-8468-10A-01	f6437956-826d-4a04-b381-e039e625baa7		27	1
TCGA-MG-AAMC-10A	TCGA-MG-AAMC-10A-01	1	NO		2014		TCGA-MG-AAMC-10A-01	8A2BD877-CF36-498C-9BCF-548555D8EF81		31	1
TCGA-EJ-A8FN-01A	TCGA-EJ-A8FN-01A-11	11	NO	30	2013		TCGA-EJ-A8FN-01A-11	D61DBDDE-2809-44DB-9D1D-96CD9956271A	1	18	11
TCGA-HC-8261-01B	TCGA-HC-8261-01B-05	6	YES		2012		TCGA-HC-8261-01B-05	57727843-ba8c-4f7d-9580-65c661ca28a0		12	5
TCGA-J9-A8CM-10A	TCGA-J9-A8CM-10A-01	11	NO	2	2013		TCGA-J9-A8CM-10A-01	29D0CC9D-6E61-4E3E-9B7F-36BA4C6CA100	1	22	1
TCGA-EJ-A7NN-01A	TCGA-EJ-A7NN-01A-11	9	NO	30	2013		TCGA-EJ-A7NN-01A-11	DF7E2ED0-EDA6-474B-9B34-D56ADFACCFDB	1	16	11
TCGA-KK-A6E7-01A	TCGA-KK-A6E7-01A-11	6	NO	30	2013		TCGA-KK-A6E7-01A-11	D1CEA2EE-08C1-4BE2-997B-1296A853E4D1	1	7	11
TCGA-EJ-A46H-10A	TCGA-EJ-A46H-10A-01	9	NO	2	2012		TCGA-EJ-A46H-10A-01	6E9D1BFC-E3F7-4FC8-B906-7B2F38DAC9E0	1	19	1
TCGA-G9-6496-10A	TCGA-G9-6496-10A-01	3	NO		2011		TCGA-G9-6496-10A-01	d5bcfaba-26c4-4614-89d5-1e930f4e6072		23	1
TCGA-HC-7748-10A	TCGA-HC-7748-10A-01	11	NO		2011		TCGA-HC-7748-10A-01	c81d67f0-5f05-4eac-85a5-7bae77b7bbcf		22	1
TCGA-HC-7742-01A	TCGA-HC-7742-01A-11	11	NO	26	2011		TCGA-HC-7742-01A-11	7663aa57-45c8-4082-bf47-517ae608f398		10	11
TCGA-EJ-7791-01A	TCGA-EJ-7791-01A-11	11	NO	40	2011		TCGA-EJ-7791-01A-11	0cf63886-46ff-40fb-bb78-0bfc15755c80		17	11
TCGA-Y6-A9XI-10A	TCGA-Y6-A9XI-10A-01	2	NO	2	2014		TCGA-Y6-A9XI-10A-01	5BAC88EB-56CC-4B8F-98B8-BDE26FCBE552		25	1
TCGA-EJ-5494-10A	TCGA-EJ-5494-10A-01	12	NO		2010		TCGA-EJ-5494-10A-01	201d7192-174f-440a-b5dc-43dcbd19b9c4		21	1
TCGA-HC-7081-10A	TCGA-HC-7081-10A-01	7	NO		2011		TCGA-HC-7081-10A-01	d341f521-c0bf-44b9-9a18-0d6434972186		14	1
TCGA-KK-A8IC-11A	TCGA-KK-A8IC-11A-12	11	NO	30	2013		TCGA-KK-A8IC-11A-12	43F92B29-D211-4827-9FDB-F964F5C4EE90	2	25	12
TCGA-G9-6385-01A	TCGA-G9-6385-01A-11	3	NO	40	2011		TCGA-G9-6385-01A-11	c20167f2-d987-476f-b4a8-4e82598bf2ab		18	11
TCGA-EJ-A8FN-10A	TCGA-EJ-A8FN-10A-01	11	NO	2	2013		TCGA-EJ-A8FN-10A-01	79B79C67-9980-465C-904D-7B2E3F77D389	1	22	1
TCGA-ZG-A9NI-01A	TCGA-ZG-A9NI-01A-11	3	NO	30	2014		TCGA-ZG-A9NI-01A-11	C248673A-C1D4-4396-922A-CB89DAFBED42		12	11
TCGA-J4-A83I-01A	TCGA-J4-A83I-01A-11	10	NO	30	2013		TCGA-J4-A83I-01A-11	9F590B62-A6AB-489D-92B9-6E7802812A15	1	31	11
TCGA-V1-A9Z9-01A	TCGA-V1-A9Z9-01A-21	3	NO	30	2014		TCGA-V1-A9Z9-01A-21	BED9D682-D852-41FD-8C57-D316EE633A21		31	21
TCGA-HC-7819-01A	TCGA-HC-7819-01A-11	11	NO	34	2011		TCGA-HC-7819-01A-11	ec6bf43b-47f3-4015-b416-e774a3fe1a79		29	11
TCGA-EJ-7794-10A	TCGA-EJ-7794-10A-01	12	NO		2011		TCGA-EJ-7794-10A-01	856d5aa2-640f-4d18-b0a1-4c37cc4818e4		13	1
TCGA-XK-AAJA-01A	TCGA-XK-AAJA-01A-11	2	NO	30	2014		TCGA-XK-AAJA-01A-11	6DE9E008-B526-43B0-8083-C17988914BA4		14	11
TCGA-G9-7510-01A	TCGA-G9-7510-01A-11	10	NO	38	2011		TCGA-G9-7510-01A-11	f66f41b8-6bdc-4452-b935-29f2d440802c		6	11
TCGA-KK-A8I5-11A	TCGA-KK-A8I5-11A-11	11	NO	30	2013		TCGA-KK-A8I5-11A-11	FF5F02FB-5C08-4EE9-9512-4D46F0446760	1	26	11
TCGA-EJ-5508-01A	TCGA-EJ-5508-01A-02	12	NO	31	2010		TCGA-EJ-5508-01A-02	27e4113a-fecf-4e12-98ae-45ccb78238b3		2	2
TCGA-G9-A9S7-01A	TCGA-G9-A9S7-01A-11	4	NO	30	2014		TCGA-G9-A9S7-01A-11	65B52B58-01E7-4946-9538-F3C65B91E715		1	11
TCGA-QU-A6IO-10A	TCGA-QU-A6IO-10A-01	6	NO	2	2013		TCGA-QU-A6IO-10A-01	DC2B49A6-5C02-426C-B3D2-083986D124BE	1	18	1
TCGA-EJ-5505-01A	TCGA-EJ-5505-01A-01	12	NO	32	2010		TCGA-EJ-5505-01A-01	58e83751-4b84-402a-b81b-afc9e389dc49		2	1
TCGA-ZG-A9L2-01A	TCGA-ZG-A9L2-01A-31	3	NO	30	2014		TCGA-ZG-A9L2-01A-31	10701045-E9C5-4A50-9B6F-2985FED91032		14	31
TCGA-YL-A9WK-10A	TCGA-YL-A9WK-10A-01	1	NO		2014		TCGA-YL-A9WK-10A-01	7D01E2AC-CF39-4586-98F6-08E214E89F69		14	1
TCGA-VP-AA1N-10A	TCGA-VP-AA1N-10A-01	2	NO	2	2014		TCGA-VP-AA1N-10A-01	85C45A94-2D3D-451F-B7D1-BA9D3FFEC75D		12	1
TCGA-G9-6496-11A	TCGA-G9-6496-11A-01	3	NO	31	2011		TCGA-G9-6496-11A-01	fec12335-7d9a-4200-a044-0a28adafe47f		28	1
TCGA-EJ-5502-10A	TCGA-EJ-5502-10A-01	12	NO		2010		TCGA-EJ-5502-10A-01	68810ec2-93bc-4351-b90a-72e66779bbe1		21	1
TCGA-EJ-7784-10A	TCGA-EJ-7784-10A-01	12	NO		2011		TCGA-EJ-7784-10A-01	8643f64d-644b-419a-b15f-49b1d9cd5063		13	1
TCGA-J4-8198-10A	TCGA-J4-8198-10A-01	4	NO		2012		TCGA-J4-8198-10A-01	d36394c4-f223-44a5-b837-c21100ccdc7a		9	1
TCGA-EJ-A46E-10A	TCGA-EJ-A46E-10A-01	9	NO	2	2012		TCGA-EJ-A46E-10A-01	99184FE6-6906-4B5E-9187-683AD2D03796	1	19	1
TCGA-EJ-7782-11A	TCGA-EJ-7782-11A-01	11	NO	76	2011		TCGA-EJ-7782-11A-01	3fc5ed4a-91b5-47d4-b819-ea45fda33ad4		17	1
TCGA-EJ-5531-10A	TCGA-EJ-5531-10A-01	12	NO		2010		TCGA-EJ-5531-10A-01	05c5d7f1-8e03-4524-8281-44e29ec1b524		21	1
TCGA-J4-8200-10A	TCGA-J4-8200-10A-01	4	NO		2012		TCGA-J4-8200-10A-01	3efc095d-ec2e-43da-98d0-40a9b85a7535		9	1
TCGA-EJ-A6RA-01A	TCGA-EJ-A6RA-01A-11	7	NO	30	2013		TCGA-EJ-A6RA-01A-11	A5CA16E1-2798-4D81-BB8A-01A16C1B755C	1	16	11
TCGA-G9-6333-10A	TCGA-G9-6333-10A-01	3	NO		2011		TCGA-G9-6333-10A-01	a587ca87-8160-4be0-8639-790e2b757628		11	1
TCGA-HC-A6HY-10A	TCGA-HC-A6HY-10A-01	6	NO	2	2013		TCGA-HC-A6HY-10A-01	818AABCB-AFCF-4390-B254-F8F4A649A8A4	1	20	1
TCGA-ZG-A9N3-10A	TCGA-ZG-A9N3-10A-01	2	NO		2014		TCGA-ZG-A9N3-10A-01	E9372EBF-A31F-4388-91EE-67A23018BEF0		21	1
TCGA-EJ-5508-10A	TCGA-EJ-5508-10A-01	12	NO		2010		TCGA-EJ-5508-10A-01	6fce42a2-654e-4ea9-a3e6-19ba354f4528		21	1
TCGA-M7-A721-10A	TCGA-M7-A721-10A-01	7	NO		2013		TCGA-M7-A721-10A-01	72570226-8247-480C-9C61-D2E7ABEB4338	1	31	1
TCGA-EJ-A46H-01A	TCGA-EJ-A46H-01A-31	9	NO	30	2012		TCGA-EJ-A46H-01A-31	D5D4D9B6-4785-404F-81B0-B26CB357E057	3	14	31
TCGA-4L-AA1F-01A	TCGA-4L-AA1F-01A-11	2	NO	30	2014		TCGA-4L-AA1F-01A-11	21B4E6D3-455B-481B-AD85-2C5931808A4F		25	11
TCGA-EJ-A46G-01A	TCGA-EJ-A46G-01A-31	9	NO	30	2012		TCGA-EJ-A46G-01A-31	676D18B5-0924-4B87-B14E-ED152B4B9D6C	3	14	31
TCGA-V1-A8WV-10A	TCGA-V1-A8WV-10A-01	1	NO	2	2014		TCGA-V1-A8WV-10A-01	E5BDE36A-8AE1-4C0C-A620-C63B3323212F		14	1
TCGA-HC-7740-01A	TCGA-HC-7740-01A-11	11	NO	30	2011		TCGA-HC-7740-01A-11	d9bf9071-9040-4510-add6-cde5c82b121a		10	11
TCGA-XK-AAJT-01A	TCGA-XK-AAJT-01A-11	2	NO	10	2014		TCGA-XK-AAJT-01A-11	58A520FD-36AC-45F9-A34D-972C334241A0		13	11
TCGA-TK-A8OK-01A	TCGA-TK-A8OK-01A-22	12	NO	30	2013		TCGA-TK-A8OK-01A-22	5626FFC7-AC62-4A71-A806-BF7DBC80066C		5	22
TCGA-G9-6365-11A	TCGA-G9-6365-11A-01	3	NO	32	2011		TCGA-G9-6365-11A-01	50c50307-835d-4ad7-9b49-d2c530bebb55		18	1
TCGA-G9-6499-01A	TCGA-G9-6499-01A-12	3	NO	31	2011		TCGA-G9-6499-01A-12	6e83ede5-f5ab-45e0-b801-483133bb428f		28	12
TCGA-HC-7745-11A	TCGA-HC-7745-11A-01	11	NO	55	2011		TCGA-HC-7745-11A-01	59fd0f12-228c-4a90-837f-8cf4f8f7bf8e		29	1
TCGA-H9-A6BY-10A	TCGA-H9-A6BY-10A-01	5	NO		2013		TCGA-H9-A6BY-10A-01	A504FDEA-225B-44B3-A25E-80B59E80D31C	1	8	1
TCGA-ZG-A9L4-01A	TCGA-ZG-A9L4-01A-11	3	NO	30	2014		TCGA-ZG-A9L4-01A-11	D74C4B33-22D5-4AA5-8751-7D5192B9C0C8		10	11
TCGA-CH-5739-10A	TCGA-CH-5739-10A-01	1	NO		2011		TCGA-CH-5739-10A-01	edd5da3f-70f5-4f87-b7f7-1feec8f8b2b7		27	1
TCGA-CH-5750-10A	TCGA-CH-5750-10A-01	1	NO		2011		TCGA-CH-5750-10A-01	e7437f1b-07c4-46a0-ae3e-4202c8db1e21		27	1
TCGA-M7-A722-01A	TCGA-M7-A722-01A-12	8	NO	30	2013		TCGA-M7-A722-01A-12	CCB0FDFD-B527-4002-B13D-69B2CCF763B0	1	8	12
TCGA-G9-6343-10A	TCGA-G9-6343-10A-01	3	NO		2011		TCGA-G9-6343-10A-01	6361b367-84ff-4407-a54e-fdf8d2f1818f		11	1
TCGA-EJ-5506-10A	TCGA-EJ-5506-10A-01	12	NO		2010		TCGA-EJ-5506-10A-01	c01b7f38-0ec1-4a55-8f9b-39b78b7c2b26		21	1
TCGA-CH-5763-01A	TCGA-CH-5763-01A-11	1	NO	37	2011		TCGA-CH-5763-01A-11	e0512a81-afad-4377-aa4e-6ea40d634cd7		13	11
TCGA-EJ-5525-10A	TCGA-EJ-5525-10A-01	12	NO		2010		TCGA-EJ-5525-10A-01	5354f11b-4308-4948-976f-65b76f28e27c		21	1
TCGA-2A-A8VL-01A	TCGA-2A-A8VL-01A-21	12	NO	30	2013		TCGA-2A-A8VL-01A-21	AB615200-565C-4CB2-BA4D-CCEA50F1C415		17	21
TCGA-EJ-5511-01A	TCGA-EJ-5511-01A-01	12	NO	39	2010		TCGA-EJ-5511-01A-01	63a06535-02a7-4bfc-9138-57815a9f80cb		2	1
TCGA-J9-A8CK-10A	TCGA-J9-A8CK-10A-01	11	NO	2	2013		TCGA-J9-A8CK-10A-01	BF98A6A4-0DB4-41E2-9D16-3208F33D26A6	1	22	1
TCGA-J4-A67K-01A	TCGA-J4-A67K-01A-21	5	NO	30	2013		TCGA-J4-A67K-01A-21	3BF3C265-CB36-4FE0-B6FC-FFA6E537F73B	2	1	21
TCGA-EJ-5512-01A	TCGA-EJ-5512-01A-01	12	NO	38	2010		TCGA-EJ-5512-01A-01	bb55952e-d341-47a9-a705-ef870a79efa5		2	1
TCGA-KK-A8ID-01A	TCGA-KK-A8ID-01A-11	11	NO	30	2013		TCGA-KK-A8ID-01A-11	8565399E-2338-4F7D-A108-178B021451DD	1	25	11
TCGA-2A-AAYF-10A	TCGA-2A-AAYF-10A-01	2	NO		2014		TCGA-2A-AAYF-10A-01	2B856C10-2FDC-4A0D-A6D1-F73516CA1850		19	1
TCGA-SU-A7E7-01A	TCGA-SU-A7E7-01A-22	9	NO	30	2013		TCGA-SU-A7E7-01A-22	F7F01445-A92C-4BF6-BEE1-38BBC0AF5649	2	23	22
TCGA-KK-A7B3-11A	TCGA-KK-A7B3-11A-21	9	NO	30	2013		TCGA-KK-A7B3-11A-21	53BF01AB-C163-4825-A269-52C904F31656	2	24	21
TCGA-HC-8265-01A	TCGA-HC-8265-01A-11	4	NO	40	2012		TCGA-HC-8265-01A-11	5169f94d-4ae7-422b-8453-b999db52315d		6	11
TCGA-V1-A9OY-01A	TCGA-V1-A9OY-01A-11	2	NO	30	2014		TCGA-V1-A9OY-01A-11	4649DEC4-F786-4424-887A-5D814A1D2798		28	11
TCGA-HC-7742-11A	TCGA-HC-7742-11A-01	11	NO	69	2011		TCGA-HC-7742-11A-01	ea63499b-4390-48cf-b7de-99b34033f034		10	1
TCGA-YL-A8SP-01B	TCGA-YL-A8SP-01B-11	1	NO	30	2014		TCGA-YL-A8SP-01B-11	1F79049B-313C-4926-9640-8E499C46A2CB		21	11
TCGA-EJ-7786-11A	TCGA-EJ-7786-11A-01	11	NO	67	2011		TCGA-EJ-7786-11A-01	bc9b23f8-1100-4cfe-b9e6-3ca5aae367fe		17	1
TCGA-KK-A6E4-11A	TCGA-KK-A6E4-11A-11	5	NO	30	2013		TCGA-KK-A6E4-11A-11	E297BB22-5B73-4441-8488-CB1FBE611A0E	1	23	11
TCGA-HC-8262-01A	TCGA-HC-8262-01A-11	4	NO	13	2012		TCGA-HC-8262-01A-11	c9b3975e-8c56-4113-9ee1-9195a3b59cee		6	11
TCGA-CH-5765-11A	TCGA-CH-5765-11A-01	1	NO	40	2011		TCGA-CH-5765-11A-01	864ff636-e765-4f4b-92af-8d541db75e2f		12	1
TCGA-V1-A9OT-10A	TCGA-V1-A9OT-10A-01	3	NO	2	2014		TCGA-V1-A9OT-10A-01	CEC2D6FB-632D-42BD-B5C5-EBFF1E25D322		3	1
TCGA-HC-A9TH-10A	TCGA-HC-A9TH-10A-01	3	NO	2	2014		TCGA-HC-A9TH-10A-01	C768B0DE-74B0-49E1-AE62-7EEB089D866D		26	1
TCGA-HC-7081-01A	TCGA-HC-7081-01A-11	7	NO	38	2011		TCGA-HC-7081-01A-11	58fc7fe9-6603-454f-9de3-0b1028dd5196		13	11
TCGA-X4-A8KQ-10A	TCGA-X4-A8KQ-10A-01	11	NO		2013		TCGA-X4-A8KQ-10A-01	4C5E8282-94FE-45C5-90E5-2BA52A567A35	1	20	1
TCGA-G9-A9S0-10A	TCGA-G9-A9S0-10A-01	1	NO		2014		TCGA-G9-A9S0-10A-01	B69DE0AF-0D35-465E-9C13-0173182B14F6		10	1
TCGA-J9-A52E-10A	TCGA-J9-A52E-10A-01	1	NO	2	2013		TCGA-J9-A52E-10A-01	CA330E6A-A175-452D-B1C9-9CCE5074ABD7	1	3	1
TCGA-VN-A943-01A	TCGA-VN-A943-01A-11	1	NO	30	2014		TCGA-VN-A943-01A-11	C44016E2-FBAA-4919-848F-741A7A3B42F8		2	11
TCGA-V1-A8ML-01A	TCGA-V1-A8ML-01A-11	12	NO	10	2013		TCGA-V1-A8ML-01A-11	7BFB76E1-429E-448C-A00A-506D547B67AA	1	10	11
TCGA-M7-A71Z-10A	TCGA-M7-A71Z-10A-01	7	NO		2013		TCGA-M7-A71Z-10A-01	F4C7DCE0-A925-48BF-84C0-F5E10166ADDB	1	31	1
TCGA-EJ-A8FU-01A	TCGA-EJ-A8FU-01A-11	11	NO	30	2013		TCGA-EJ-A8FU-01A-11	1DE5E67A-AC3F-4C18-92C4-27BA1868C7AC	1	18	11
TCGA-EJ-A65B-01A	TCGA-EJ-A65B-01A-12	4	NO	30	2013		TCGA-EJ-A65B-01A-12	29C2E0EF-CCC3-450D-8F98-9E07B79B9146	1	19	12
TCGA-G9-6379-01A	TCGA-G9-6379-01A-11	11	NO	30	2012		TCGA-G9-6379-01A-11	6ce955f5-4e73-4100-be51-0766a3309f38	1	30	11
TCGA-KK-A59Z-11A	TCGA-KK-A59Z-11A-11	12	NO	30	2012		TCGA-KK-A59Z-11A-11	3C8DC28E-DAB7-4140-82B9-3EDB08BC4CEA	1	21	11
TCGA-EJ-5505-10A	TCGA-EJ-5505-10A-01	12	NO		2010		TCGA-EJ-5505-10A-01	bda2bbdc-18e6-4b9f-981e-15b05a24dfcf		21	1
TCGA-HC-A9TE-01A	TCGA-HC-A9TE-01A-11	3	NO	30	2014		TCGA-HC-A9TE-01A-11	37D21C57-F2A5-420E-868D-2A427154C6E5		27	11
TCGA-KK-A5A1-01A	TCGA-KK-A5A1-01A-11	1	NO	30	2013		TCGA-KK-A5A1-01A-11	F190FE3C-96B5-43C2-95C3-220035118D57	1	29	11
TCGA-YL-A8SP-10A	TCGA-YL-A8SP-10A-01	12	NO		2013		TCGA-YL-A8SP-10A-01	F8CB8696-C8D5-428E-B5E5-D3F892A599C6		3	1
TCGA-V1-A8MM-01A	TCGA-V1-A8MM-01A-11	12	NO	30	2013		TCGA-V1-A8MM-01A-11	A7ABF186-CBE8-49A5-A1EB-00DCE4F193E5	1	5	11
TCGA-V1-A9O5-01A	TCGA-V1-A9O5-01A-11	2	NO	30	2014		TCGA-V1-A9O5-01A-11	DF9A0DFF-E84D-4CA2-AD51-5BBB15DD7352		27	11
TCGA-VP-A878-01A	TCGA-VP-A878-01A-31	11	NO	30	2013		TCGA-VP-A878-01A-31	031CEF68-36FC-4754-94E6-802B665DF317	3	8	31
TCGA-EJ-8469-10A	TCGA-EJ-8469-10A-01	6	NO		2012		TCGA-EJ-8469-10A-01	4f5495c2-bf66-4649-9c7a-a980e358d0dd		27	1
TCGA-EJ-8472-11A	TCGA-EJ-8472-11A-01	6	NO	59	2012		TCGA-EJ-8472-11A-01	7ea336bc-55e4-4ccf-878a-e7a57eb3fd61		8	1
TCGA-HC-8213-10A	TCGA-HC-8213-10A-01	4	NO		2012		TCGA-HC-8213-10A-01	14c53bca-3a46-4eec-8edd-eac0cb367dbf		3	1
TCGA-M7-A725-01A	TCGA-M7-A725-01A-12	8	NO	20	2013		TCGA-M7-A725-01A-12	2B496F1C-2B4F-44FB-B8FE-6EFD9528EF7B	1	8	12
TCGA-M7-A724-10A	TCGA-M7-A724-10A-01	7	NO		2013		TCGA-M7-A724-10A-01	C5E02319-130A-4330-ACCF-82324196D88B	1	31	1
TCGA-YL-A8HO-10A	TCGA-YL-A8HO-10A-01	11	NO		2013		TCGA-YL-A8HO-10A-01	53056833-6A36-481C-8D3B-1AE26266F045	1	13	1
TCGA-V1-A8WS-01A	TCGA-V1-A8WS-01A-11	12	NO	10	2013		TCGA-V1-A8WS-01A-11	0EA22142-FDEE-486C-AD0B-02681A4EBFBF		26	11
TCGA-CH-5762-01A	TCGA-CH-5762-01A-11	1	NO	29	2011		TCGA-CH-5762-01A-11	b0f770e8-ab94-4336-8ee1-1d0be1cafa2e		13	11
TCGA-YL-A9WX-10A	TCGA-YL-A9WX-10A-01	1	NO		2014		TCGA-YL-A9WX-10A-01	F82F3E36-3ED3-4F32-8067-E42C1574074C		14	1
TCGA-XJ-A9DI-10A	TCGA-XJ-A9DI-10A-01	1	NO		2014		TCGA-XJ-A9DI-10A-01	6DD6180C-8E80-4D0D-B5D9-4D848283BEAA		9	1
TCGA-G9-7510-10A	TCGA-G9-7510-10A-01	1	NO		2012		TCGA-G9-7510-10A-01	8df76b2e-2826-43c7-8db5-b07b5438265e		27	1
TCGA-YL-A9WI-10A	TCGA-YL-A9WI-10A-01	1	NO		2014		TCGA-YL-A9WI-10A-01	ECAB95DA-2E7F-42E2-A408-665D72405A74		14	1
TCGA-KK-A7B4-11A	TCGA-KK-A7B4-11A-11	8	NO	30	2013		TCGA-KK-A7B4-11A-11	1CFE433D-3A21-4D97-896C-5BEF14C640DF	1	26	11
TCGA-HC-A8D1-10A	TCGA-HC-A8D1-10A-01	12	NO	2	2013		TCGA-HC-A8D1-10A-01	38DF6839-83B0-4BFC-96AE-BCD3BABE2C8F		9	1
TCGA-HC-7741-01C	TCGA-HC-7741-01C-05	6	YES		2012		TCGA-HC-7741-01C-05	72b9a895-cc00-4d65-b6fe-c8863b306ba3		12	5
TCGA-EJ-5504-10A	TCGA-EJ-5504-10A-01	12	NO		2010		TCGA-EJ-5504-10A-01	3a59d4df-7a57-4e1a-a0af-6b215fc0c36c		21	1
TCGA-ZG-A8QZ-01A	TCGA-ZG-A8QZ-01A-11	12	NO	30	2013		TCGA-ZG-A8QZ-01A-11	42DC7F3A-929E-4E7C-B3B2-4C5B04FF3C7B		11	11
TCGA-KK-A59X-11A	TCGA-KK-A59X-11A-21	2	NO	30	2013		TCGA-KK-A59X-11A-21	12203BBA-0030-4BA7-A15F-1631B86CB0CB	2	26	21
TCGA-V1-A9Z8-01A	TCGA-V1-A9Z8-01A-11	3	NO	30	2014		TCGA-V1-A9Z8-01A-11	00ACF3BB-3F63-4658-9A56-956C206EB4DB		31	11
TCGA-G9-6499-10A	TCGA-G9-6499-10A-01	3	NO		2011		TCGA-G9-6499-10A-01	d0667442-60c6-4de1-999a-7f1934c87521		23	1
TCGA-HC-7820-10A	TCGA-HC-7820-10A-01	12	NO		2011		TCGA-HC-7820-10A-01	1829dfaf-3e83-4ce5-8e0d-f44c0d6b3fd3		1	1
TCGA-FC-A6HD-01A	TCGA-FC-A6HD-01A-11	6	NO	30	2013		TCGA-FC-A6HD-01A-11	76893777-9FB3-436E-8D44-D9DA35EF5C65	1	13	11
TCGA-CH-5748-01A	TCGA-CH-5748-01A-11	1	NO	38	2011		TCGA-CH-5748-01A-11	5c226b22-911c-440b-8544-553a5f75b25c		13	11
TCGA-EJ-A65J-10A	TCGA-EJ-A65J-10A-01	5	NO	2	2013		TCGA-EJ-A65J-10A-01	230BC9A6-B0D3-487B-B445-0D9C71C64386	1	7	1
TCGA-G9-6379-10A	TCGA-G9-6379-10A-01	3	NO		2011		TCGA-G9-6379-10A-01	6960d1db-ec97-4bb3-ba83-e57a20599c77		11	1
TCGA-KK-A6E3-11A	TCGA-KK-A6E3-11A-11	5	NO	30	2013		TCGA-KK-A6E3-11A-11	55704234-B847-4E30-90FB-FB2D181ACA16	1	23	11
TCGA-EJ-7123-10A	TCGA-EJ-7123-10A-01	7	NO		2011		TCGA-EJ-7123-10A-01	d91c73e5-6d62-49b7-b5ec-18c81b1f4e10		29	1
TCGA-TP-A8TT-10A	TCGA-TP-A8TT-10A-01	1	NO	2	2014		TCGA-TP-A8TT-10A-01	E9B9463C-0F8F-4301-9920-38E6F5391A25		13	1
TCGA-EJ-7783-11A	TCGA-EJ-7783-11A-01	11	NO	72	2011		TCGA-EJ-7783-11A-01	66369df5-33a4-44dc-8bec-36bc6a4c02c9		17	1
TCGA-KK-A6E2-11A	TCGA-KK-A6E2-11A-21	6	NO	30	2013		TCGA-KK-A6E2-11A-21	2EA02DAC-DB96-4243-80BF-62DC202BEDFA	2	4	21
TCGA-2A-A8VX-10A	TCGA-2A-A8VX-10A-01	12	NO		2013		TCGA-2A-A8VX-10A-01	0717C20E-3C89-4E05-B202-7807106F6601		6	1
TCGA-EJ-7331-10A	TCGA-EJ-7331-10A-01	10	NO		2011		TCGA-EJ-7331-10A-01	de0c53b1-cee8-49c8-8ee5-fa501a405913		6	1
TCGA-HC-8260-11A	TCGA-HC-8260-11A-01	4	NO	64	2012		TCGA-HC-8260-11A-01	64783e50-ce94-4cd1-8f96-7c862a8b2a87		6	1
